ps	codeGained	ps_name_gained	gained_clusters	gained_genes	codeLost	ps_name_lost	lost_clusters	lost_genes	cval	spec_code
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	60
2	152	node1	2647	391089	NA	NA	NA	NA	11	60
3	154	node3	667	99502	154	node3	51	441	11	60
4	155	node4	515	51497	155	node4	20	120	11	60
5	156	node5	2349	135569	156	node5	14	94	11	60
6	157	node6	666	31539	157	node6	241	1947	11	60
7	158	node7	4311	138045	158	node7	42	325	11	60
8	159	node8	4313	71478	159	node8	472	11227	11	60
9	204	node53	525	9336	204	node53	1894	35028	11	60
10	205	node54	397	7840	205	node54	1673	33405	11	60
11	206	node55	685	10365	206	node55	797	14803	11	60
12	207	node56	939	10622	207	node56	648	12093	11	60
13	218	node67	636	7318	218	node67	3428	70203	11	60
14	219	node68	139	1517	219	node68	1178	22924	11	60
15	220	node69	483	5801	220	node69	541	17794	11	60
16	221	node70	347	2756	221	node70	1764	44168	11	60
17	222	node71	194	1363	222	node71	638	17535	11	60
18	223	node72	112	950	223	node72	2266	94412	11	60
19	224	node73	647	4213	224	node73	691	35854	11	60
20	225	node74	233	1338	225	node74	264	12312	11	60
21	226	node75	104	773	226	node75	703	41656	11	60
22	227	node76	277	1162	227	node76	563	34316	11	60
23	60	Aful	3693	4098	60	Aful	1597	119789	11	60
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	61
2	152	node1	2647	391089	NA	NA	NA	NA	11	61
3	154	node3	667	99502	154	node3	51	441	11	61
4	155	node4	515	51497	155	node4	20	120	11	61
5	156	node5	2349	135569	156	node5	14	94	11	61
6	157	node6	666	31539	157	node6	241	1947	11	61
7	158	node7	4311	138045	158	node7	42	325	11	61
8	159	node8	4313	71478	159	node8	472	11227	11	61
9	204	node53	525	9336	204	node53	1894	35028	11	61
10	205	node54	397	7840	205	node54	1673	33405	11	61
11	206	node55	685	10365	206	node55	797	14803	11	61
12	207	node56	939	10622	207	node56	648	12093	11	61
13	218	node67	636	7318	218	node67	3428	70203	11	61
14	219	node68	139	1517	219	node68	1178	22924	11	61
15	220	node69	483	5801	220	node69	541	17794	11	61
16	221	node70	347	2756	221	node70	1764	44168	11	61
17	222	node71	194	1363	222	node71	638	17535	11	61
18	223	node72	112	950	223	node72	2266	94412	11	61
19	224	node73	647	4213	224	node73	691	35854	11	61
20	225	node74	233	1338	225	node74	264	12312	11	61
21	226	node75	104	773	226	node75	703	41656	11	61
22	227	node76	277	1162	227	node76	563	34316	11	61
23	228	node77	165	512	228	node77	423	23934	11	61
24	61	Cuni	1910	1998	61	Cuni	1106	68572	11	61
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	62
2	152	node1	2647	391089	NA	NA	NA	NA	11	62
3	154	node3	667	99502	154	node3	51	441	11	62
4	155	node4	515	51497	155	node4	20	120	11	62
5	156	node5	2349	135569	156	node5	14	94	11	62
6	157	node6	666	31539	157	node6	241	1947	11	62
7	158	node7	4311	138045	158	node7	42	325	11	62
8	159	node8	4313	71478	159	node8	472	11227	11	62
9	204	node53	525	9336	204	node53	1894	35028	11	62
10	205	node54	397	7840	205	node54	1673	33405	11	62
11	206	node55	685	10365	206	node55	797	14803	11	62
12	207	node56	939	10622	207	node56	648	12093	11	62
13	218	node67	636	7318	218	node67	3428	70203	11	62
14	219	node68	139	1517	219	node68	1178	22924	11	62
15	220	node69	483	5801	220	node69	541	17794	11	62
16	221	node70	347	2756	221	node70	1764	44168	11	62
17	222	node71	194	1363	222	node71	638	17535	11	62
18	223	node72	112	950	223	node72	2266	94412	11	62
19	224	node73	647	4213	224	node73	691	35854	11	62
20	225	node74	233	1338	225	node74	264	12312	11	62
21	226	node75	104	773	226	node75	703	41656	11	62
22	227	node76	277	1162	227	node76	563	34316	11	62
23	228	node77	165	512	228	node77	423	23934	11	62
24	62	Oida	5267	6353	62	Oida	1003	100731	11	62
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	63
2	152	node1	2647	391089	NA	NA	NA	NA	11	63
3	154	node3	667	99502	154	node3	51	441	11	63
4	155	node4	515	51497	155	node4	20	120	11	63
5	156	node5	2349	135569	156	node5	14	94	11	63
6	157	node6	666	31539	157	node6	241	1947	11	63
7	158	node7	4311	138045	158	node7	42	325	11	63
8	159	node8	4313	71478	159	node8	472	11227	11	63
9	204	node53	525	9336	204	node53	1894	35028	11	63
10	205	node54	397	7840	205	node54	1673	33405	11	63
11	206	node55	685	10365	206	node55	797	14803	11	63
12	207	node56	939	10622	207	node56	648	12093	11	63
13	218	node67	636	7318	218	node67	3428	70203	11	63
14	219	node68	139	1517	219	node68	1178	22924	11	63
15	220	node69	483	5801	220	node69	541	17794	11	63
16	221	node70	347	2756	221	node70	1764	44168	11	63
17	222	node71	194	1363	222	node71	638	17535	11	63
18	223	node72	112	950	223	node72	2266	94412	11	63
19	224	node73	647	4213	224	node73	691	35854	11	63
20	225	node74	233	1338	225	node74	264	12312	11	63
21	226	node75	104	773	226	node75	703	41656	11	63
22	63	Bgla	1944	3420	63	Bgla	1598	70377	11	63
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	64
2	152	node1	2647	391089	NA	NA	NA	NA	11	64
3	154	node3	667	99502	154	node3	51	441	11	64
4	155	node4	515	51497	155	node4	20	120	11	64
5	156	node5	2349	135569	156	node5	14	94	11	64
6	157	node6	666	31539	157	node6	241	1947	11	64
7	158	node7	4311	138045	158	node7	42	325	11	64
8	159	node8	4313	71478	159	node8	472	11227	11	64
9	204	node53	525	9336	204	node53	1894	35028	11	64
10	205	node54	397	7840	205	node54	1673	33405	11	64
11	206	node55	685	10365	206	node55	797	14803	11	64
12	207	node56	939	10622	207	node56	648	12093	11	64
13	218	node67	636	7318	218	node67	3428	70203	11	64
14	219	node68	139	1517	219	node68	1178	22924	11	64
15	220	node69	483	5801	220	node69	541	17794	11	64
16	221	node70	347	2756	221	node70	1764	44168	11	64
17	222	node71	194	1363	222	node71	638	17535	11	64
18	223	node72	112	950	223	node72	2266	94412	11	64
19	224	node73	647	4213	224	node73	691	35854	11	64
20	225	node74	233	1338	225	node74	264	12312	11	64
21	64	Echl	4605	5140	64	Echl	1859	134346	11	64
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	65
2	152	node1	2647	391089	NA	NA	NA	NA	11	65
3	154	node3	667	99502	154	node3	51	441	11	65
4	155	node4	515	51497	155	node4	20	120	11	65
5	156	node5	2349	135569	156	node5	14	94	11	65
6	157	node6	666	31539	157	node6	241	1947	11	65
7	158	node7	4311	138045	158	node7	42	325	11	65
8	159	node8	4313	71478	159	node8	472	11227	11	65
9	204	node53	525	9336	204	node53	1894	35028	11	65
10	205	node54	397	7840	205	node54	1673	33405	11	65
11	206	node55	685	10365	206	node55	797	14803	11	65
12	207	node56	939	10622	207	node56	648	12093	11	65
13	218	node67	636	7318	218	node67	3428	70203	11	65
14	219	node68	139	1517	219	node68	1178	22924	11	65
15	220	node69	483	5801	220	node69	541	17794	11	65
16	221	node70	347	2756	221	node70	1764	44168	11	65
17	222	node71	194	1363	222	node71	638	17535	11	65
18	223	node72	112	950	223	node72	2266	94412	11	65
19	224	node73	647	4213	224	node73	691	35854	11	65
20	65	Acal	842	1354	65	Acal	1988	93574	11	65
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	66
2	152	node1	2647	391089	NA	NA	NA	NA	11	66
3	154	node3	667	99502	154	node3	51	441	11	66
4	155	node4	515	51497	155	node4	20	120	11	66
5	156	node5	2349	135569	156	node5	14	94	11	66
6	157	node6	666	31539	157	node6	241	1947	11	66
7	158	node7	4311	138045	158	node7	42	325	11	66
8	159	node8	4313	71478	159	node8	472	11227	11	66
9	204	node53	525	9336	204	node53	1894	35028	11	66
10	205	node54	397	7840	205	node54	1673	33405	11	66
11	206	node55	685	10365	206	node55	797	14803	11	66
12	207	node56	939	10622	207	node56	648	12093	11	66
13	218	node67	636	7318	218	node67	3428	70203	11	66
14	219	node68	139	1517	219	node68	1178	22924	11	66
15	220	node69	483	5801	220	node69	541	17794	11	66
16	221	node70	347	2756	221	node70	1764	44168	11	66
17	222	node71	194	1363	222	node71	638	17535	11	66
18	229	node78	540	2464	229	node78	1856	56048	11	66
19	230	node79	27	94	230	node79	536	19864	11	66
20	66	Gaeg	1207	1889	66	Gaeg	2386	87024	11	66
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	67
2	152	node1	2647	391089	NA	NA	NA	NA	11	67
3	154	node3	667	99502	154	node3	51	441	11	67
4	155	node4	515	51497	155	node4	20	120	11	67
5	156	node5	2349	135569	156	node5	14	94	11	67
6	157	node6	666	31539	157	node6	241	1947	11	67
7	158	node7	4311	138045	158	node7	42	325	11	67
8	159	node8	4313	71478	159	node8	472	11227	11	67
9	204	node53	525	9336	204	node53	1894	35028	11	67
10	205	node54	397	7840	205	node54	1673	33405	11	67
11	206	node55	685	10365	206	node55	797	14803	11	67
12	207	node56	939	10622	207	node56	648	12093	11	67
13	218	node67	636	7318	218	node67	3428	70203	11	67
14	219	node68	139	1517	219	node68	1178	22924	11	67
15	220	node69	483	5801	220	node69	541	17794	11	67
16	221	node70	347	2756	221	node70	1764	44168	11	67
17	222	node71	194	1363	222	node71	638	17535	11	67
18	229	node78	540	2464	229	node78	1856	56048	11	67
19	230	node79	27	94	230	node79	536	19864	11	67
20	67	Gmag	7533	10570	67	Gmag	1132	106644	11	67
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	68
2	152	node1	2647	391089	NA	NA	NA	NA	11	68
3	154	node3	667	99502	154	node3	51	441	11	68
4	155	node4	515	51497	155	node4	20	120	11	68
5	156	node5	2349	135569	156	node5	14	94	11	68
6	157	node6	666	31539	157	node6	241	1947	11	68
7	158	node7	4311	138045	158	node7	42	325	11	68
8	159	node8	4313	71478	159	node8	472	11227	11	68
9	204	node53	525	9336	204	node53	1894	35028	11	68
10	205	node54	397	7840	205	node54	1673	33405	11	68
11	206	node55	685	10365	206	node55	797	14803	11	68
12	207	node56	939	10622	207	node56	648	12093	11	68
13	218	node67	636	7318	218	node67	3428	70203	11	68
14	219	node68	139	1517	219	node68	1178	22924	11	68
15	220	node69	483	5801	220	node69	541	17794	11	68
16	221	node70	347	2756	221	node70	1764	44168	11	68
17	222	node71	194	1363	222	node71	638	17535	11	68
18	229	node78	540	2464	229	node78	1856	56048	11	68
19	68	Hrub	2099	3015	68	Hrub	2058	96943	11	68
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	69
2	152	node1	2647	391089	NA	NA	NA	NA	11	69
3	154	node3	667	99502	154	node3	51	441	11	69
4	155	node4	515	51497	155	node4	20	120	11	69
5	156	node5	2349	135569	156	node5	14	94	11	69
6	157	node6	666	31539	157	node6	241	1947	11	69
7	158	node7	4311	138045	158	node7	42	325	11	69
8	159	node8	4313	71478	159	node8	472	11227	11	69
9	204	node53	525	9336	204	node53	1894	35028	11	69
10	205	node54	397	7840	205	node54	1673	33405	11	69
11	206	node55	685	10365	206	node55	797	14803	11	69
12	207	node56	939	10622	207	node56	648	12093	11	69
13	218	node67	636	7318	218	node67	3428	70203	11	69
14	219	node68	139	1517	219	node68	1178	22924	11	69
15	220	node69	483	5801	220	node69	541	17794	11	69
16	221	node70	347	2756	221	node70	1764	44168	11	69
17	231	node80	218	805	231	node80	3940	150295	11	69
18	69	Lgig	2865	3592	69	Lgig	1022	78757	11	69
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	70
2	152	node1	2647	391089	NA	NA	NA	NA	11	70
3	154	node3	667	99502	154	node3	51	441	11	70
4	155	node4	515	51497	155	node4	20	120	11	70
5	156	node5	2349	135569	156	node5	14	94	11	70
6	157	node6	666	31539	157	node6	241	1947	11	70
7	158	node7	4311	138045	158	node7	42	325	11	70
8	159	node8	4313	71478	159	node8	472	11227	11	70
9	204	node53	525	9336	204	node53	1894	35028	11	70
10	205	node54	397	7840	205	node54	1673	33405	11	70
11	206	node55	685	10365	206	node55	797	14803	11	70
12	207	node56	939	10622	207	node56	648	12093	11	70
13	218	node67	636	7318	218	node67	3428	70203	11	70
14	219	node68	139	1517	219	node68	1178	22924	11	70
15	220	node69	483	5801	220	node69	541	17794	11	70
16	221	node70	347	2756	221	node70	1764	44168	11	70
17	231	node80	218	805	231	node80	3940	150295	11	70
18	70	Ppel	923	1604	70	Ppel	1085	74240	11	70
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	71
2	152	node1	2647	391089	NA	NA	NA	NA	11	71
3	154	node3	667	99502	154	node3	51	441	11	71
4	155	node4	515	51497	155	node4	20	120	11	71
5	156	node5	2349	135569	156	node5	14	94	11	71
6	157	node6	666	31539	157	node6	241	1947	11	71
7	158	node7	4311	138045	158	node7	42	325	11	71
8	159	node8	4313	71478	159	node8	472	11227	11	71
9	204	node53	525	9336	204	node53	1894	35028	11	71
10	205	node54	397	7840	205	node54	1673	33405	11	71
11	206	node55	685	10365	206	node55	797	14803	11	71
12	207	node56	939	10622	207	node56	648	12093	11	71
13	218	node67	636	7318	218	node67	3428	70203	11	71
14	219	node68	139	1517	219	node68	1178	22924	11	71
15	220	node69	483	5801	220	node69	541	17794	11	71
16	232	node81	284	2641	232	node81	3517	107836	11	71
17	233	node82	593	2978	233	node82	1692	62499	11	71
18	71	Mmer	2117	5413	71	Mmer	785	53827	11	71
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	72
2	152	node1	2647	391089	NA	NA	NA	NA	11	72
3	154	node3	667	99502	154	node3	51	441	11	72
4	155	node4	515	51497	155	node4	20	120	11	72
5	156	node5	2349	135569	156	node5	14	94	11	72
6	157	node6	666	31539	157	node6	241	1947	11	72
7	158	node7	4311	138045	158	node7	42	325	11	72
8	159	node8	4313	71478	159	node8	472	11227	11	72
9	204	node53	525	9336	204	node53	1894	35028	11	72
10	205	node54	397	7840	205	node54	1673	33405	11	72
11	206	node55	685	10365	206	node55	797	14803	11	72
12	207	node56	939	10622	207	node56	648	12093	11	72
13	218	node67	636	7318	218	node67	3428	70203	11	72
14	219	node68	139	1517	219	node68	1178	22924	11	72
15	220	node69	483	5801	220	node69	541	17794	11	72
16	232	node81	284	2641	232	node81	3517	107836	11	72
17	233	node82	593	2978	233	node82	1692	62499	11	72
18	72	Dpol	1868	5321	72	Dpol	1226	76422	11	72
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	73
2	152	node1	2647	391089	NA	NA	NA	NA	11	73
3	154	node3	667	99502	154	node3	51	441	11	73
4	155	node4	515	51497	155	node4	20	120	11	73
5	156	node5	2349	135569	156	node5	14	94	11	73
6	157	node6	666	31539	157	node6	241	1947	11	73
7	158	node7	4311	138045	158	node7	42	325	11	73
8	159	node8	4313	71478	159	node8	472	11227	11	73
9	204	node53	525	9336	204	node53	1894	35028	11	73
10	205	node54	397	7840	205	node54	1673	33405	11	73
11	206	node55	685	10365	206	node55	797	14803	11	73
12	207	node56	939	10622	207	node56	648	12093	11	73
13	218	node67	636	7318	218	node67	3428	70203	11	73
14	219	node68	139	1517	219	node68	1178	22924	11	73
15	220	node69	483	5801	220	node69	541	17794	11	73
16	232	node81	284	2641	232	node81	3517	107836	11	73
17	234	node83	194	1276	234	node83	1208	42230	11	73
18	235	node84	70	281	235	node84	662	32805	11	73
19	73	Cgig	1809	4610	73	Cgig	959	74933	11	73
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	74
2	152	node1	2647	391089	NA	NA	NA	NA	11	74
3	154	node3	667	99502	154	node3	51	441	11	74
4	155	node4	515	51497	155	node4	20	120	11	74
5	156	node5	2349	135569	156	node5	14	94	11	74
6	157	node6	666	31539	157	node6	241	1947	11	74
7	158	node7	4311	138045	158	node7	42	325	11	74
8	159	node8	4313	71478	159	node8	472	11227	11	74
9	204	node53	525	9336	204	node53	1894	35028	11	74
10	205	node54	397	7840	205	node54	1673	33405	11	74
11	206	node55	685	10365	206	node55	797	14803	11	74
12	207	node56	939	10622	207	node56	648	12093	11	74
13	218	node67	636	7318	218	node67	3428	70203	11	74
14	219	node68	139	1517	219	node68	1178	22924	11	74
15	220	node69	483	5801	220	node69	541	17794	11	74
16	232	node81	284	2641	232	node81	3517	107836	11	74
17	234	node83	194	1276	234	node83	1208	42230	11	74
18	235	node84	70	281	235	node84	662	32805	11	74
19	74	Myes	3908	4364	74	Myes	1773	168322	11	74
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	75
2	152	node1	2647	391089	NA	NA	NA	NA	11	75
3	154	node3	667	99502	154	node3	51	441	11	75
4	155	node4	515	51497	155	node4	20	120	11	75
5	156	node5	2349	135569	156	node5	14	94	11	75
6	157	node6	666	31539	157	node6	241	1947	11	75
7	158	node7	4311	138045	158	node7	42	325	11	75
8	159	node8	4313	71478	159	node8	472	11227	11	75
9	204	node53	525	9336	204	node53	1894	35028	11	75
10	205	node54	397	7840	205	node54	1673	33405	11	75
11	206	node55	685	10365	206	node55	797	14803	11	75
12	207	node56	939	10622	207	node56	648	12093	11	75
13	218	node67	636	7318	218	node67	3428	70203	11	75
14	219	node68	139	1517	219	node68	1178	22924	11	75
15	220	node69	483	5801	220	node69	541	17794	11	75
16	232	node81	284	2641	232	node81	3517	107836	11	75
17	234	node83	194	1276	234	node83	1208	42230	11	75
18	75	Mcal	1330	2977	75	Mcal	1843	103545	11	75
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	76
2	152	node1	2647	391089	NA	NA	NA	NA	11	76
3	154	node3	667	99502	154	node3	51	441	11	76
4	155	node4	515	51497	155	node4	20	120	11	76
5	156	node5	2349	135569	156	node5	14	94	11	76
6	157	node6	666	31539	157	node6	241	1947	11	76
7	158	node7	4311	138045	158	node7	42	325	11	76
8	159	node8	4313	71478	159	node8	472	11227	11	76
9	204	node53	525	9336	204	node53	1894	35028	11	76
10	205	node54	397	7840	205	node54	1673	33405	11	76
11	206	node55	685	10365	206	node55	797	14803	11	76
12	207	node56	939	10622	207	node56	648	12093	11	76
13	218	node67	636	7318	218	node67	3428	70203	11	76
14	219	node68	139	1517	219	node68	1178	22924	11	76
15	236	node85	165	418	236	node85	6698	298442	11	76
16	76	Obim	12163	13346	76	Obim	477	43350	11	76
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	77
2	152	node1	2647	391089	NA	NA	NA	NA	11	77
3	154	node3	667	99502	154	node3	51	441	11	77
4	155	node4	515	51497	155	node4	20	120	11	77
5	156	node5	2349	135569	156	node5	14	94	11	77
6	157	node6	666	31539	157	node6	241	1947	11	77
7	158	node7	4311	138045	158	node7	42	325	11	77
8	159	node8	4313	71478	159	node8	472	11227	11	77
9	204	node53	525	9336	204	node53	1894	35028	11	77
10	205	node54	397	7840	205	node54	1673	33405	11	77
11	206	node55	685	10365	206	node55	797	14803	11	77
12	207	node56	939	10622	207	node56	648	12093	11	77
13	218	node67	636	7318	218	node67	3428	70203	11	77
14	219	node68	139	1517	219	node68	1178	22924	11	77
15	236	node85	165	418	236	node85	6698	298442	11	77
16	77	Spha	37187	39601	77	Spha	2278	299875	11	77
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	78
2	152	node1	2647	391089	NA	NA	NA	NA	11	78
3	154	node3	667	99502	154	node3	51	441	11	78
4	155	node4	515	51497	155	node4	20	120	11	78
5	156	node5	2349	135569	156	node5	14	94	11	78
6	157	node6	666	31539	157	node6	241	1947	11	78
7	158	node7	4311	138045	158	node7	42	325	11	78
8	159	node8	4313	71478	159	node8	472	11227	11	78
9	204	node53	525	9336	204	node53	1894	35028	11	78
10	205	node54	397	7840	205	node54	1673	33405	11	78
11	206	node55	685	10365	206	node55	797	14803	11	78
12	207	node56	939	10622	207	node56	648	12093	11	78
13	218	node67	636	7318	218	node67	3428	70203	11	78
14	78	Hhan	13413	23506	78	Hhan	5603	239849	11	78
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	79
2	152	node1	2647	391089	NA	NA	NA	NA	11	79
3	154	node3	667	99502	154	node3	51	441	11	79
4	155	node4	515	51497	155	node4	20	120	11	79
5	156	node5	2349	135569	156	node5	14	94	11	79
6	157	node6	666	31539	157	node6	241	1947	11	79
7	158	node7	4311	138045	158	node7	42	325	11	79
8	159	node8	4313	71478	159	node8	472	11227	11	79
9	204	node53	525	9336	204	node53	1894	35028	11	79
10	205	node54	397	7840	205	node54	1673	33405	11	79
11	206	node55	685	10365	206	node55	797	14803	11	79
12	237	node86	15	68	237	node86	8449	225961	11	79
13	238	node87	33	102	238	node87	644	29780	11	79
14	79	Paus	1971	3015	79	Paus	1423	113605	11	79
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	80
2	152	node1	2647	391089	NA	NA	NA	NA	11	80
3	154	node3	667	99502	154	node3	51	441	11	80
4	155	node4	515	51497	155	node4	20	120	11	80
5	156	node5	2349	135569	156	node5	14	94	11	80
6	157	node6	666	31539	157	node6	241	1947	11	80
7	158	node7	4311	138045	158	node7	42	325	11	80
8	159	node8	4313	71478	159	node8	472	11227	11	80
9	204	node53	525	9336	204	node53	1894	35028	11	80
10	205	node54	397	7840	205	node54	1673	33405	11	80
11	206	node55	685	10365	206	node55	797	14803	11	80
12	237	node86	15	68	237	node86	8449	225961	11	80
13	238	node87	33	102	238	node87	644	29780	11	80
14	80	Lana	1153	2458	80	Lana	906	57663	11	80
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	81
2	152	node1	2647	391089	NA	NA	NA	NA	11	81
3	154	node3	667	99502	154	node3	51	441	11	81
4	155	node4	515	51497	155	node4	20	120	11	81
5	156	node5	2349	135569	156	node5	14	94	11	81
6	157	node6	666	31539	157	node6	241	1947	11	81
7	158	node7	4311	138045	158	node7	42	325	11	81
8	159	node8	4313	71478	159	node8	472	11227	11	81
9	204	node53	525	9336	204	node53	1894	35028	11	81
10	205	node54	397	7840	205	node54	1673	33405	11	81
11	206	node55	685	10365	206	node55	797	14803	11	81
12	237	node86	15	68	237	node86	8449	225961	11	81
13	81	Bner	4330	7208	81	Bner	3597	398481	11	81
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	82
2	152	node1	2647	391089	NA	NA	NA	NA	11	82
3	154	node3	667	99502	154	node3	51	441	11	82
4	155	node4	515	51497	155	node4	20	120	11	82
5	156	node5	2349	135569	156	node5	14	94	11	82
6	157	node6	666	31539	157	node6	241	1947	11	82
7	158	node7	4311	138045	158	node7	42	325	11	82
8	159	node8	4313	71478	159	node8	472	11227	11	82
9	204	node53	525	9336	204	node53	1894	35028	11	82
10	205	node54	397	7840	205	node54	1673	33405	11	82
11	239	node88	220	1412	239	node88	10441	447835	11	82
12	82	Mlig	4352	11418	82	Mlig	2154	221584	11	82
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	83
2	152	node1	2647	391089	NA	NA	NA	NA	11	83
3	154	node3	667	99502	154	node3	51	441	11	83
4	155	node4	515	51497	155	node4	20	120	11	83
5	156	node5	2349	135569	156	node5	14	94	11	83
6	157	node6	666	31539	157	node6	241	1947	11	83
7	158	node7	4311	138045	158	node7	42	325	11	83
8	159	node8	4313	71478	159	node8	472	11227	11	83
9	204	node53	525	9336	204	node53	1894	35028	11	83
10	205	node54	397	7840	205	node54	1673	33405	11	83
11	239	node88	220	1412	239	node88	10441	447835	11	83
12	240	node89	102	544	240	node89	680	67826	11	83
13	83	Smed	2943	7366	83	Smed	2251	292620	11	83
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	84
2	152	node1	2647	391089	NA	NA	NA	NA	11	84
3	154	node3	667	99502	154	node3	51	441	11	84
4	155	node4	515	51497	155	node4	20	120	11	84
5	156	node5	2349	135569	156	node5	14	94	11	84
6	157	node6	666	31539	157	node6	241	1947	11	84
7	158	node7	4311	138045	158	node7	42	325	11	84
8	159	node8	4313	71478	159	node8	472	11227	11	84
9	204	node53	525	9336	204	node53	1894	35028	11	84
10	205	node54	397	7840	205	node54	1673	33405	11	84
11	239	node88	220	1412	239	node88	10441	447835	11	84
12	240	node89	102	544	240	node89	680	67826	11	84
13	84	Pcro	5027	15760	84	Pcro	740	86487	11	84
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	85
2	152	node1	2647	391089	NA	NA	NA	NA	11	85
3	154	node3	667	99502	154	node3	51	441	11	85
4	155	node4	515	51497	155	node4	20	120	11	85
5	156	node5	2349	135569	156	node5	14	94	11	85
6	157	node6	666	31539	157	node6	241	1947	11	85
7	158	node7	4311	138045	158	node7	42	325	11	85
8	159	node8	4313	71478	159	node8	472	11227	11	85
9	204	node53	525	9336	204	node53	1894	35028	11	85
10	241	node90	264	4715	241	node90	10424	445172	11	85
11	242	node91	7409	77574	242	node91	950	104670	11	85
12	243	node92	890	4724	243	node92	250	9198	11	85
13	85	Dcar	4699	9029	85	Dcar	5134	141118	11	85
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	86
2	152	node1	2647	391089	NA	NA	NA	NA	11	86
3	154	node3	667	99502	154	node3	51	441	11	86
4	155	node4	515	51497	155	node4	20	120	11	86
5	156	node5	2349	135569	156	node5	14	94	11	86
6	157	node6	666	31539	157	node6	241	1947	11	86
7	158	node7	4311	138045	158	node7	42	325	11	86
8	159	node8	4313	71478	159	node8	472	11227	11	86
9	204	node53	525	9336	204	node53	1894	35028	11	86
10	241	node90	264	4715	241	node90	10424	445172	11	86
11	242	node91	7409	77574	242	node91	950	104670	11	86
12	243	node92	890	4724	243	node92	250	9198	11	86
13	244	node93	1033	4311	244	node93	935	57037	11	86
14	86	Rsoc	2737	4629	86	Rsoc	2710	68098	11	86
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	87
2	152	node1	2647	391089	NA	NA	NA	NA	11	87
3	154	node3	667	99502	154	node3	51	441	11	87
4	155	node4	515	51497	155	node4	20	120	11	87
5	156	node5	2349	135569	156	node5	14	94	11	87
6	157	node6	666	31539	157	node6	241	1947	11	87
7	158	node7	4311	138045	158	node7	42	325	11	87
8	159	node8	4313	71478	159	node8	472	11227	11	87
9	204	node53	525	9336	204	node53	1894	35028	11	87
10	241	node90	264	4715	241	node90	10424	445172	11	87
11	242	node91	7409	77574	242	node91	950	104670	11	87
12	243	node92	890	4724	243	node92	250	9198	11	87
13	244	node93	1033	4311	244	node93	935	57037	11	87
14	245	node94	742	2916	245	node94	1220	36487	11	87
15	87	Rsor	2136	3283	87	Rsor	1941	44068	11	87
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	88
2	152	node1	2647	391089	NA	NA	NA	NA	11	88
3	154	node3	667	99502	154	node3	51	441	11	88
4	155	node4	515	51497	155	node4	20	120	11	88
5	156	node5	2349	135569	156	node5	14	94	11	88
6	157	node6	666	31539	157	node6	241	1947	11	88
7	158	node7	4311	138045	158	node7	42	325	11	88
8	159	node8	4313	71478	159	node8	472	11227	11	88
9	204	node53	525	9336	204	node53	1894	35028	11	88
10	241	node90	264	4715	241	node90	10424	445172	11	88
11	242	node91	7409	77574	242	node91	950	104670	11	88
12	243	node92	890	4724	243	node92	250	9198	11	88
13	244	node93	1033	4311	244	node93	935	57037	11	88
14	245	node94	742	2916	245	node94	1220	36487	11	88
15	88	Rota	2652	4435	88	Rota	1558	41667	11	88
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	89
2	152	node1	2647	391089	NA	NA	NA	NA	11	89
3	154	node3	667	99502	154	node3	51	441	11	89
4	155	node4	515	51497	155	node4	20	120	11	89
5	156	node5	2349	135569	156	node5	14	94	11	89
6	157	node6	666	31539	157	node6	241	1947	11	89
7	158	node7	4311	138045	158	node7	42	325	11	89
8	159	node8	4313	71478	159	node8	472	11227	11	89
9	204	node53	525	9336	204	node53	1894	35028	11	89
10	241	node90	264	4715	241	node90	10424	445172	11	89
11	242	node91	7409	77574	242	node91	950	104670	11	89
12	246	node95	711	3335	246	node95	1367	87634	11	89
13	89	Aric	2841	4953	89	Aric	1863	55662	11	89
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	90
