ps	codeGained	ps_name_gained	gained_clusters	gained_genes	codeLost	ps_name_lost	lost_clusters	lost_genes	cval	spec_code
15	254	node103	83	2236	254	node103	59	5490	11	114
16	255	node104	269	4727	255	node104	142	7633	11	114
17	277	node126	67	2253	277	node126	938	22369	11	114
18	278	node127	81	686	278	node127	1337	65730	11	114
19	114	Rbiv	197	324	114	Rbiv	287	40571	11	114
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	115
2	152	node1	2647	391089	NA	NA	NA	NA	11	115
3	154	node3	667	99502	154	node3	51	441	11	115
4	155	node4	515	51497	155	node4	20	120	11	115
5	156	node5	2349	135569	156	node5	14	94	11	115
6	157	node6	666	31539	157	node6	241	1947	11	115
7	158	node7	4311	138045	158	node7	42	325	11	115
8	247	node96	200	7261	247	node96	3997	82849	11	115
9	248	node97	78	3744	248	node97	2046	53393	11	115
10	249	node98	47	3319	249	node98	1197	58905	11	115
11	250	node99	279	16784	250	node99	503	32032	11	115
12	251	node100	813	30641	251	node100	121	4433	11	115
13	252	node101	319	7152	252	node101	201	6148	11	115
14	253	node102	42	904	253	node102	572	19982	11	115
15	254	node103	83	2236	254	node103	59	5490	11	115
16	255	node104	269	4727	255	node104	142	7633	11	115
17	277	node126	67	2253	277	node126	938	22369	11	115
18	278	node127	81	686	278	node127	1337	65730	11	115
19	279	node128	29	127	279	node128	223	17812	11	115
20	115	Gser	70	305	115	Gser	244	26539	11	115
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	116
2	152	node1	2647	391089	NA	NA	NA	NA	11	116
3	154	node3	667	99502	154	node3	51	441	11	116
4	155	node4	515	51497	155	node4	20	120	11	116
5	156	node5	2349	135569	156	node5	14	94	11	116
6	157	node6	666	31539	157	node6	241	1947	11	116
7	158	node7	4311	138045	158	node7	42	325	11	116
8	247	node96	200	7261	247	node96	3997	82849	11	116
9	248	node97	78	3744	248	node97	2046	53393	11	116
10	249	node98	47	3319	249	node98	1197	58905	11	116
11	250	node99	279	16784	250	node99	503	32032	11	116
12	251	node100	813	30641	251	node100	121	4433	11	116
13	252	node101	319	7152	252	node101	201	6148	11	116
14	253	node102	42	904	253	node102	572	19982	11	116
15	254	node103	83	2236	254	node103	59	5490	11	116
16	255	node104	269	4727	255	node104	142	7633	11	116
17	277	node126	67	2253	277	node126	938	22369	11	116
18	278	node127	81	686	278	node127	1337	65730	11	116
19	279	node128	29	127	279	node128	223	17812	11	116
20	116	Muni	77	235	116	Muni	194	23989	11	116
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	117
2	152	node1	2647	391089	NA	NA	NA	NA	11	117
3	154	node3	667	99502	154	node3	51	441	11	117
4	155	node4	515	51497	155	node4	20	120	11	117
5	156	node5	2349	135569	156	node5	14	94	11	117
6	157	node6	666	31539	157	node6	241	1947	11	117
7	158	node7	4311	138045	158	node7	42	325	11	117
8	247	node96	200	7261	247	node96	3997	82849	11	117
9	248	node97	78	3744	248	node97	2046	53393	11	117
10	249	node98	47	3319	249	node98	1197	58905	11	117
11	250	node99	279	16784	250	node99	503	32032	11	117
12	251	node100	813	30641	251	node100	121	4433	11	117
13	252	node101	319	7152	252	node101	201	6148	11	117
14	253	node102	42	904	253	node102	572	19982	11	117
15	254	node103	83	2236	254	node103	59	5490	11	117
16	255	node104	269	4727	255	node104	142	7633	11	117
17	277	node126	67	2253	277	node126	938	22369	11	117
18	280	node129	48	1204	280	node129	169	10228	11	117
19	281	node130	86	1143	281	node130	759	37334	11	117
20	117	Bbom	301	660	117	Bbom	962	65625	11	117
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	118
2	152	node1	2647	391089	NA	NA	NA	NA	11	118
3	154	node3	667	99502	154	node3	51	441	11	118
4	155	node4	515	51497	155	node4	20	120	11	118
5	156	node5	2349	135569	156	node5	14	94	11	118
6	157	node6	666	31539	157	node6	241	1947	11	118
7	158	node7	4311	138045	158	node7	42	325	11	118
8	247	node96	200	7261	247	node96	3997	82849	11	118
9	248	node97	78	3744	248	node97	2046	53393	11	118
10	249	node98	47	3319	249	node98	1197	58905	11	118
11	250	node99	279	16784	250	node99	503	32032	11	118
12	251	node100	813	30641	251	node100	121	4433	11	118
13	252	node101	319	7152	252	node101	201	6148	11	118
14	253	node102	42	904	253	node102	572	19982	11	118
15	254	node103	83	2236	254	node103	59	5490	11	118
16	255	node104	269	4727	255	node104	142	7633	11	118
17	277	node126	67	2253	277	node126	938	22369	11	118
18	280	node129	48	1204	280	node129	169	10228	11	118
19	281	node130	86	1143	281	node130	759	37334	11	118
20	282	node131	55	470	282	node131	98	3727	11	118
21	283	node132	162	716	283	node132	486	27635	11	118
22	118	Xtro	270	540	118	Xtro	243	25987	11	118
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	119
2	152	node1	2647	391089	NA	NA	NA	NA	11	119
3	154	node3	667	99502	154	node3	51	441	11	119
4	155	node4	515	51497	155	node4	20	120	11	119
5	156	node5	2349	135569	156	node5	14	94	11	119
6	157	node6	666	31539	157	node6	241	1947	11	119
7	158	node7	4311	138045	158	node7	42	325	11	119
8	247	node96	200	7261	247	node96	3997	82849	11	119
9	248	node97	78	3744	248	node97	2046	53393	11	119
10	249	node98	47	3319	249	node98	1197	58905	11	119
11	250	node99	279	16784	250	node99	503	32032	11	119
12	251	node100	813	30641	251	node100	121	4433	11	119
13	252	node101	319	7152	252	node101	201	6148	11	119
14	253	node102	42	904	253	node102	572	19982	11	119
15	254	node103	83	2236	254	node103	59	5490	11	119
16	255	node104	269	4727	255	node104	142	7633	11	119
17	277	node126	67	2253	277	node126	938	22369	11	119
18	280	node129	48	1204	280	node129	169	10228	11	119
19	281	node130	86	1143	281	node130	759	37334	11	119
20	282	node131	55	470	282	node131	98	3727	11	119
21	283	node132	162	716	283	node132	486	27635	11	119
22	119	Xlae	348	1226	119	Xlae	141	5362	11	119
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	120
2	152	node1	2647	391089	NA	NA	NA	NA	11	120
3	154	node3	667	99502	154	node3	51	441	11	120
4	155	node4	515	51497	155	node4	20	120	11	120
5	156	node5	2349	135569	156	node5	14	94	11	120
6	157	node6	666	31539	157	node6	241	1947	11	120
7	158	node7	4311	138045	158	node7	42	325	11	120
8	247	node96	200	7261	247	node96	3997	82849	11	120
9	248	node97	78	3744	248	node97	2046	53393	11	120
10	249	node98	47	3319	249	node98	1197	58905	11	120
11	250	node99	279	16784	250	node99	503	32032	11	120
12	251	node100	813	30641	251	node100	121	4433	11	120
13	252	node101	319	7152	252	node101	201	6148	11	120
14	253	node102	42	904	253	node102	572	19982	11	120
15	254	node103	83	2236	254	node103	59	5490	11	120
16	255	node104	269	4727	255	node104	142	7633	11	120
17	277	node126	67	2253	277	node126	938	22369	11	120
18	280	node129	48	1204	280	node129	169	10228	11	120
19	281	node130	86	1143	281	node130	759	37334	11	120
20	282	node131	55	470	282	node131	98	3727	11	120
21	284	node133	13	94	284	node133	267	11840	11	120
22	285	node134	24	90	285	node134	128	6846	11	120
23	286	node135	47	248	286	node135	177	17546	11	120
24	120	Npar	132	142	120	Npar	675	61893	11	120
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	121
2	152	node1	2647	391089	NA	NA	NA	NA	11	121
3	154	node3	667	99502	154	node3	51	441	11	121
4	155	node4	515	51497	155	node4	20	120	11	121
5	156	node5	2349	135569	156	node5	14	94	11	121
6	157	node6	666	31539	157	node6	241	1947	11	121
7	158	node7	4311	138045	158	node7	42	325	11	121
8	247	node96	200	7261	247	node96	3997	82849	11	121
9	248	node97	78	3744	248	node97	2046	53393	11	121
10	249	node98	47	3319	249	node98	1197	58905	11	121
11	250	node99	279	16784	250	node99	503	32032	11	121
12	251	node100	813	30641	251	node100	121	4433	11	121
13	252	node101	319	7152	252	node101	201	6148	11	121
14	253	node102	42	904	253	node102	572	19982	11	121
15	254	node103	83	2236	254	node103	59	5490	11	121
16	255	node104	269	4727	255	node104	142	7633	11	121
17	277	node126	67	2253	277	node126	938	22369	11	121
18	280	node129	48	1204	280	node129	169	10228	11	121
19	281	node130	86	1143	281	node130	759	37334	11	121
20	282	node131	55	470	282	node131	98	3727	11	121
21	284	node133	13	94	284	node133	267	11840	11	121
22	285	node134	24	90	285	node134	128	6846	11	121
23	286	node135	47	248	286	node135	177	17546	11	121
24	121	Rtem	567	976	121	Rtem	205	18382	11	121
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	122
2	152	node1	2647	391089	NA	NA	NA	NA	11	122
3	154	node3	667	99502	154	node3	51	441	11	122
4	155	node4	515	51497	155	node4	20	120	11	122
5	156	node5	2349	135569	156	node5	14	94	11	122
6	157	node6	666	31539	157	node6	241	1947	11	122
7	158	node7	4311	138045	158	node7	42	325	11	122
8	247	node96	200	7261	247	node96	3997	82849	11	122
9	248	node97	78	3744	248	node97	2046	53393	11	122
10	249	node98	47	3319	249	node98	1197	58905	11	122
11	250	node99	279	16784	250	node99	503	32032	11	122
12	251	node100	813	30641	251	node100	121	4433	11	122
13	252	node101	319	7152	252	node101	201	6148	11	122
14	253	node102	42	904	253	node102	572	19982	11	122
15	254	node103	83	2236	254	node103	59	5490	11	122
16	255	node104	269	4727	255	node104	142	7633	11	122
17	277	node126	67	2253	277	node126	938	22369	11	122
18	280	node129	48	1204	280	node129	169	10228	11	122
19	281	node130	86	1143	281	node130	759	37334	11	122
20	282	node131	55	470	282	node131	98	3727	11	122
21	284	node133	13	94	284	node133	267	11840	11	122
22	285	node134	24	90	285	node134	128	6846	11	122
23	122	Bbuf	271	485	122	Bbuf	552	37048	11	122
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	123
2	152	node1	2647	391089	NA	NA	NA	NA	11	123
3	154	node3	667	99502	154	node3	51	441	11	123
4	155	node4	515	51497	155	node4	20	120	11	123
5	156	node5	2349	135569	156	node5	14	94	11	123
6	157	node6	666	31539	157	node6	241	1947	11	123
7	158	node7	4311	138045	158	node7	42	325	11	123
8	247	node96	200	7261	247	node96	3997	82849	11	123
9	248	node97	78	3744	248	node97	2046	53393	11	123
10	249	node98	47	3319	249	node98	1197	58905	11	123
11	250	node99	279	16784	250	node99	503	32032	11	123
12	251	node100	813	30641	251	node100	121	4433	11	123
13	252	node101	319	7152	252	node101	201	6148	11	123
14	253	node102	42	904	253	node102	572	19982	11	123
15	254	node103	83	2236	254	node103	59	5490	11	123
16	255	node104	269	4727	255	node104	142	7633	11	123
17	277	node126	67	2253	277	node126	938	22369	11	123
18	280	node129	48	1204	280	node129	169	10228	11	123
19	281	node130	86	1143	281	node130	759	37334	11	123
20	282	node131	55	470	282	node131	98	3727	11	123
21	284	node133	13	94	284	node133	267	11840	11	123
22	123	Sbom	75	110	123	Sbom	675	60750	11	123
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	124
2	152	node1	2647	391089	NA	NA	NA	NA	11	124
3	154	node3	667	99502	154	node3	51	441	11	124
4	155	node4	515	51497	155	node4	20	120	11	124
5	156	node5	2349	135569	156	node5	14	94	11	124
6	157	node6	666	31539	157	node6	241	1947	11	124
7	158	node7	4311	138045	158	node7	42	325	11	124
8	247	node96	200	7261	247	node96	3997	82849	11	124
9	248	node97	78	3744	248	node97	2046	53393	11	124
10	249	node98	47	3319	249	node98	1197	58905	11	124
11	250	node99	279	16784	250	node99	503	32032	11	124
12	251	node100	813	30641	251	node100	121	4433	11	124
13	252	node101	319	7152	252	node101	201	6148	11	124
14	253	node102	42	904	253	node102	572	19982	11	124
15	254	node103	83	2236	254	node103	59	5490	11	124
16	255	node104	269	4727	255	node104	142	7633	11	124
17	277	node126	67	2253	277	node126	938	22369	11	124
18	280	node129	48	1204	280	node129	169	10228	11	124
19	124	Pwal	38538	97191	124	Pwal	899	64822	11	124
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	125
2	152	node1	2647	391089	NA	NA	NA	NA	11	125
3	154	node3	667	99502	154	node3	51	441	11	125
4	155	node4	515	51497	155	node4	20	120	11	125
5	156	node5	2349	135569	156	node5	14	94	11	125
6	157	node6	666	31539	157	node6	241	1947	11	125
7	158	node7	4311	138045	158	node7	42	325	11	125
8	247	node96	200	7261	247	node96	3997	82849	11	125
9	248	node97	78	3744	248	node97	2046	53393	11	125
10	249	node98	47	3319	249	node98	1197	58905	11	125
11	250	node99	279	16784	250	node99	503	32032	11	125
12	251	node100	813	30641	251	node100	121	4433	11	125
13	252	node101	319	7152	252	node101	201	6148	11	125
14	253	node102	42	904	253	node102	572	19982	11	125
15	254	node103	83	2236	254	node103	59	5490	11	125
16	125	Pann	605	1108	125	Pann	2421	127063	11	125
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	126
2	152	node1	2647	391089	NA	NA	NA	NA	11	126
3	154	node3	667	99502	154	node3	51	441	11	126
4	155	node4	515	51497	155	node4	20	120	11	126
5	156	node5	2349	135569	156	node5	14	94	11	126
6	157	node6	666	31539	157	node6	241	1947	11	126
7	158	node7	4311	138045	158	node7	42	325	11	126
8	247	node96	200	7261	247	node96	3997	82849	11	126
9	248	node97	78	3744	248	node97	2046	53393	11	126
10	249	node98	47	3319	249	node98	1197	58905	11	126
11	250	node99	279	16784	250	node99	503	32032	11	126
12	251	node100	813	30641	251	node100	121	4433	11	126
13	252	node101	319	7152	252	node101	201	6148	11	126
14	253	node102	42	904	253	node102	572	19982	11	126
15	126	Lcha	120	167	126	Lcha	2957	159956	11	126
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	127
2	152	node1	2647	391089	NA	NA	NA	NA	11	127
3	154	node3	667	99502	154	node3	51	441	11	127
4	155	node4	515	51497	155	node4	20	120	11	127
5	156	node5	2349	135569	156	node5	14	94	11	127
6	157	node6	666	31539	157	node6	241	1947	11	127
7	158	node7	4311	138045	158	node7	42	325	11	127
8	247	node96	200	7261	247	node96	3997	82849	11	127
9	248	node97	78	3744	248	node97	2046	53393	11	127
10	249	node98	47	3319	249	node98	1197	58905	11	127
11	250	node99	279	16784	250	node99	503	32032	11	127
12	251	node100	813	30641	251	node100	121	4433	11	127
13	252	node101	319	7152	252	node101	201	6148	11	127
14	287	node136	291	2735	287	node136	1905	87644	11	127
15	288	node137	175	1439	288	node137	302	21291	11	127
16	289	node138	13	58	289	node138	306	12920	11	127
17	127	Sorb	447	508	127	Sorb	1078	73962	11	127
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	128
2	152	node1	2647	391089	NA	NA	NA	NA	11	128
3	154	node3	667	99502	154	node3	51	441	11	128
4	155	node4	515	51497	155	node4	20	120	11	128
5	156	node5	2349	135569	156	node5	14	94	11	128
6	157	node6	666	31539	157	node6	241	1947	11	128
7	158	node7	4311	138045	158	node7	42	325	11	128
8	247	node96	200	7261	247	node96	3997	82849	11	128
9	248	node97	78	3744	248	node97	2046	53393	11	128
10	249	node98	47	3319	249	node98	1197	58905	11	128
11	250	node99	279	16784	250	node99	503	32032	11	128
12	251	node100	813	30641	251	node100	121	4433	11	128
13	252	node101	319	7152	252	node101	201	6148	11	128
14	287	node136	291	2735	287	node136	1905	87644	11	128
15	288	node137	175	1439	288	node137	302	21291	11	128
16	289	node138	13	58	289	node138	306	12920	11	128
17	290	node139	210	892	290	node139	273	15234	11	128
18	291	node140	64	217	291	node140	127	10395	11	128
19	128	Pmag	84	99	128	Pmag	683	40318	11	128
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	129
2	152	node1	2647	391089	NA	NA	NA	NA	11	129
3	154	node3	667	99502	154	node3	51	441	11	129
4	155	node4	515	51497	155	node4	20	120	11	129
5	156	node5	2349	135569	156	node5	14	94	11	129
6	157	node6	666	31539	157	node6	241	1947	11	129
7	158	node7	4311	138045	158	node7	42	325	11	129
8	247	node96	200	7261	247	node96	3997	82849	11	129
9	248	node97	78	3744	248	node97	2046	53393	11	129
10	249	node98	47	3319	249	node98	1197	58905	11	129
11	250	node99	279	16784	250	node99	503	32032	11	129
12	251	node100	813	30641	251	node100	121	4433	11	129
13	252	node101	319	7152	252	node101	201	6148	11	129
14	287	node136	291	2735	287	node136	1905	87644	11	129
15	288	node137	175	1439	288	node137	302	21291	11	129
16	289	node138	13	58	289	node138	306	12920	11	129
17	290	node139	210	892	290	node139	273	15234	11	129
18	291	node140	64	217	291	node140	127	10395	11	129
19	129	Pmod	2267	2984	129	Pmod	358	38984	11	129
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	130
2	152	node1	2647	391089	NA	NA	NA	NA	11	130
3	154	node3	667	99502	154	node3	51	441	11	130
4	155	node4	515	51497	155	node4	20	120	11	130
5	156	node5	2349	135569	156	node5	14	94	11	130
6	157	node6	666	31539	157	node6	241	1947	11	130
7	158	node7	4311	138045	158	node7	42	325	11	130
8	247	node96	200	7261	247	node96	3997	82849	11	130
9	248	node97	78	3744	248	node97	2046	53393	11	130
10	249	node98	47	3319	249	node98	1197	58905	11	130
11	250	node99	279	16784	250	node99	503	32032	11	130
12	251	node100	813	30641	251	node100	121	4433	11	130
13	252	node101	319	7152	252	node101	201	6148	11	130
14	287	node136	291	2735	287	node136	1905	87644	11	130
15	288	node137	175	1439	288	node137	302	21291	11	130
16	289	node138	13	58	289	node138	306	12920	11	130
17	290	node139	210	892	290	node139	273	15234	11	130
18	130	Bpec	210	259	130	Bpec	665	39103	11	130
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	131
2	152	node1	2647	391089	NA	NA	NA	NA	11	131
3	154	node3	667	99502	154	node3	51	441	11	131
4	155	node4	515	51497	155	node4	20	120	11	131
5	156	node5	2349	135569	156	node5	14	94	11	131
6	157	node6	666	31539	157	node6	241	1947	11	131
7	158	node7	4311	138045	158	node7	42	325	11	131
8	247	node96	200	7261	247	node96	3997	82849	11	131
9	248	node97	78	3744	248	node97	2046	53393	11	131
10	249	node98	47	3319	249	node98	1197	58905	11	131
11	250	node99	279	16784	250	node99	503	32032	11	131
12	251	node100	813	30641	251	node100	121	4433	11	131
13	252	node101	319	7152	252	node101	201	6148	11	131
14	287	node136	291	2735	287	node136	1905	87644	11	131
15	288	node137	175	1439	288	node137	302	21291	11	131
16	292	node141	6	23	292	node141	745	31569	11	131
17	131	Trub	483	559	131	Trub	970	107887	11	131
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	132
2	152	node1	2647	391089	NA	NA	NA	NA	11	132
3	154	node3	667	99502	154	node3	51	441	11	132
4	155	node4	515	51497	155	node4	20	120	11	132
5	156	node5	2349	135569	156	node5	14	94	11	132
6	157	node6	666	31539	157	node6	241	1947	11	132
7	158	node7	4311	138045	158	node7	42	325	11	132
8	247	node96	200	7261	247	node96	3997	82849	11	132
9	248	node97	78	3744	248	node97	2046	53393	11	132
10	249	node98	47	3319	249	node98	1197	58905	11	132
11	250	node99	279	16784	250	node99	503	32032	11	132
12	251	node100	813	30641	251	node100	121	4433	11	132
13	252	node101	319	7152	252	node101	201	6148	11	132
14	287	node136	291	2735	287	node136	1905	87644	11	132
15	288	node137	175	1439	288	node137	302	21291	11	132
16	292	node141	6	23	292	node141	745	31569	11	132
17	293	node142	13	131	293	node142	127	5554	11	132
18	132	Onil	343	703	132	Onil	349	24070	11	132
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	133
2	152	node1	2647	391089	NA	NA	NA	NA	11	133
3	154	node3	667	99502	154	node3	51	441	11	133
4	155	node4	515	51497	155	node4	20	120	11	133
5	156	node5	2349	135569	156	node5	14	94	11	133
6	157	node6	666	31539	157	node6	241	1947	11	133
7	158	node7	4311	138045	158	node7	42	325	11	133
8	247	node96	200	7261	247	node96	3997	82849	11	133
9	248	node97	78	3744	248	node97	2046	53393	11	133
10	249	node98	47	3319	249	node98	1197	58905	11	133
11	250	node99	279	16784	250	node99	503	32032	11	133
12	251	node100	813	30641	251	node100	121	4433	11	133
13	252	node101	319	7152	252	node101	201	6148	11	133
14	287	node136	291	2735	287	node136	1905	87644	11	133
15	288	node137	175	1439	288	node137	302	21291	11	133
16	292	node141	6	23	292	node141	745	31569	11	133
17	293	node142	13	131	293	node142	127	5554	11	133
18	133	Olat	605	734	133	Olat	527	53775	11	133
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	134
2	152	node1	2647	391089	NA	NA	NA	NA	11	134
3	154	node3	667	99502	154	node3	51	441	11	134
4	155	node4	515	51497	155	node4	20	120	11	134
5	156	node5	2349	135569	156	node5	14	94	11	134
6	157	node6	666	31539	157	node6	241	1947	11	134
7	158	node7	4311	138045	158	node7	42	325	11	134
8	247	node96	200	7261	247	node96	3997	82849	11	134
9	248	node97	78	3744	248	node97	2046	53393	11	134
10	249	node98	47	3319	249	node98	1197	58905	11	134
11	250	node99	279	16784	250	node99	503	32032	11	134
12	251	node100	813	30641	251	node100	121	4433	11	134
13	252	node101	319	7152	252	node101	201	6148	11	134
14	287	node136	291	2735	287	node136	1905	87644	11	134
15	134	Drer	354	937	134	Drer	1107	74332	11	134
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	135
2	152	node1	2647	391089	NA	NA	NA	NA	11	135
3	154	node3	667	99502	154	node3	51	441	11	135
4	155	node4	515	51497	155	node4	20	120	11	135
5	156	node5	2349	135569	156	node5	14	94	11	135
6	157	node6	666	31539	157	node6	241	1947	11	135
7	158	node7	4311	138045	158	node7	42	325	11	135
8	247	node96	200	7261	247	node96	3997	82849	11	135
9	248	node97	78	3744	248	node97	2046	53393	11	135
10	249	node98	47	3319	249	node98	1197	58905	11	135
11	250	node99	279	16784	250	node99	503	32032	11	135
12	251	node100	813	30641	251	node100	121	4433	11	135
13	294	node143	27	130	294	node143	2275	119451	11	135
14	135	Cmil	476	539	135	Cmil	916	99962	11	135
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	136
2	152	node1	2647	391089	NA	NA	NA	NA	11	136
3	154	node3	667	99502	154	node3	51	441	11	136
4	155	node4	515	51497	155	node4	20	120	11	136
5	156	node5	2349	135569	156	node5	14	94	11	136
6	157	node6	666	31539	157	node6	241	1947	11	136
7	158	node7	4311	138045	158	node7	42	325	11	136
8	247	node96	200	7261	247	node96	3997	82849	11	136
9	248	node97	78	3744	248	node97	2046	53393	11	136
10	249	node98	47	3319	249	node98	1197	58905	11	136
11	250	node99	279	16784	250	node99	503	32032	11	136
12	251	node100	813	30641	251	node100	121	4433	11	136
13	294	node143	27	130	294	node143	2275	119451	11	136
14	295	node144	75	226	295	node144	374	17644	11	136
15	136	Cpla	459	543	136	Cpla	332	53616	11	136
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	137
2	152	node1	2647	391089	NA	NA	NA	NA	11	137
3	154	node3	667	99502	154	node3	51	441	11	137
4	155	node4	515	51497	155	node4	20	120	11	137
5	156	node5	2349	135569	156	node5	14	94	11	137
6	157	node6	666	31539	157	node6	241	1947	11	137
7	158	node7	4311	138045	158	node7	42	325	11	137
8	247	node96	200	7261	247	node96	3997	82849	11	137
9	248	node97	78	3744	248	node97	2046	53393	11	137
10	249	node98	47	3319	249	node98	1197	58905	11	137
11	250	node99	279	16784	250	node99	503	32032	11	137
12	251	node100	813	30641	251	node100	121	4433	11	137
13	294	node143	27	130	294	node143	2275	119451	11	137
14	295	node144	75	226	295	node144	374	17644	11	137
15	137	Leri	278	367	137	Leri	446	45646	11	137
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	138
2	152	node1	2647	391089	NA	NA	NA	NA	11	138
3	154	node3	667	99502	154	node3	51	441	11	138
4	155	node4	515	51497	155	node4	20	120	11	138
5	156	node5	2349	135569	156	node5	14	94	11	138
6	157	node6	666	31539	157	node6	241	1947	11	138
7	158	node7	4311	138045	158	node7	42	325	11	138
8	247	node96	200	7261	247	node96	3997	82849	11	138
9	248	node97	78	3744	248	node97	2046	53393	11	138
10	249	node98	47	3319	249	node98	1197	58905	11	138
11	250	node99	279	16784	250	node99	503	32032	11	138
12	138	Ebur	795	984	138	Ebur	3678	304020	11	138
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	139
2	152	node1	2647	391089	NA	NA	NA	NA	11	139
3	154	node3	667	99502	154	node3	51	441	11	139
4	155	node4	515	51497	155	node4	20	120	11	139
5	156	node5	2349	135569	156	node5	14	94	11	139
6	157	node6	666	31539	157	node6	241	1947	11	139
7	158	node7	4311	138045	158	node7	42	325	11	139
8	247	node96	200	7261	247	node96	3997	82849	11	139
9	248	node97	78	3744	248	node97	2046	53393	11	139
10	249	node98	47	3319	249	node98	1197	58905	11	139
11	139	Cint	4107	4632	139	Cint	4423	469512	11	139
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	140
2	152	node1	2647	391089	NA	NA	NA	NA	11	140
3	154	node3	667	99502	154	node3	51	441	11	140
4	155	node4	515	51497	155	node4	20	120	11	140
5	156	node5	2349	135569	156	node5	14	94	11	140
6	157	node6	666	31539	157	node6	241	1947	11	140
7	158	node7	4311	138045	158	node7	42	325	11	140
8	247	node96	200	7261	247	node96	3997	82849	11	140
9	248	node97	78	3744	248	node97	2046	53393	11	140
10	140	Blan	2541	4507	140	Blan	3289	187359	11	140
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	141
2	152	node1	2647	391089	NA	NA	NA	NA	11	141
3	154	node3	667	99502	154	node3	51	441	11	141
4	155	node4	515	51497	155	node4	20	120	11	141
5	156	node5	2349	135569	156	node5	14	94	11	141
6	157	node6	666	31539	157	node6	241	1947	11	141
7	158	node7	4311	138045	158	node7	42	325	11	141
8	247	node96	200	7261	247	node96	3997	82849	11	141
9	296	node145	97	544	296	node145	3259	130228	11	141
10	141	Skow	1269	1823	141	Skow	2613	180013	11	141
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	142
2	152	node1	2647	391089	NA	NA	NA	NA	11	142
3	154	node3	667	99502	154	node3	51	441	11	142
4	155	node4	515	51497	155	node4	20	120	11	142
5	156	node5	2349	135569	156	node5	14	94	11	142
6	157	node6	666	31539	157	node6	241	1947	11	142
7	158	node7	4311	138045	158	node7	42	325	11	142
8	247	node96	200	7261	247	node96	3997	82849	11	142
9	296	node145	97	544	296	node145	3259	130228	11	142
10	297	node146	150	749	297	node146	696	44553	11	142
11	298	node147	102	458	298	node147	560	28616	11	142
12	142	Arub	600	973	142	Arub	1728	112249	11	142
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	143
2	152	node1	2647	391089	NA	NA	NA	NA	11	143
3	154	node3	667	99502	154	node3	51	441	11	143
4	155	node4	515	51497	155	node4	20	120	11	143
5	156	node5	2349	135569	156	node5	14	94	11	143
6	157	node6	666	31539	157	node6	241	1947	11	143
7	158	node7	4311	138045	158	node7	42	325	11	143
8	247	node96	200	7261	247	node96	3997	82849	11	143
9	296	node145	97	544	296	node145	3259	130228	11	143
10	297	node146	150	749	297	node146	696	44553	11	143
11	298	node147	102	458	298	node147	560	28616	11	143
12	299	node148	53	434	299	node148	496	38047	11	143
13	143	Spur	1192	3142	143	Spur	1071	74752	11	143
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	144
2	152	node1	2647	391089	NA	NA	NA	NA	11	144
3	154	node3	667	99502	154	node3	51	441	11	144
4	155	node4	515	51497	155	node4	20	120	11	144
5	156	node5	2349	135569	156	node5	14	94	11	144
6	157	node6	666	31539	157	node6	241	1947	11	144
7	158	node7	4311	138045	158	node7	42	325	11	144
8	247	node96	200	7261	247	node96	3997	82849	11	144
9	296	node145	97	544	296	node145	3259	130228	11	144
10	297	node146	150	749	297	node146	696	44553	11	144
11	298	node147	102	458	298	node147	560	28616	11	144
12	299	node148	53	434	299	node148	496	38047	11	144
13	144	Ajap	2026	4177	144	Ajap	1254	123448	11	144
1	10000001	root	7204	1882677	NA	NA	NA	NA	11	145
2	152	node1	2647	391089	NA	NA	NA	NA	11	145
3	154	node3	667	99502	154	node3	51	441	11	145
4	155	node4	515	51497	155	node4	20	120	11	145
5	156	node5	2349	135569	156	node5	14	94	11	145
